ibge;uf_sigla;uf_codigo;nome_caixa_alta;nome_cursivo;nome_sem_acento;ddd;siafi;;
4206108;SC;42;GRAO PARA;Grão Pará;Grao Para;48;8119;;
4206207;SC;42;GRAVATAL;Gravatal;Gravatal;48;8121;;
4206306;SC;42;GUABIRUBA;Guabiruba;Guabiruba;47;8123;;
4206405;SC;42;GUARACIABA;Guaraciaba;Guaraciaba;49;8125;;
4206504;SC;42;GUARAMIRIM;Guaramirim;Guaramirim;47;8127;;
4206603;SC;42;GUARUJA DO SUL;Guarujá do Sul;Guaruja do Sul;49;8129;;
4206652;SC;42;GUATAMBU;Guatambú;Guatambu;49;5583;;
4206702;SC;42;HERVAL D'OESTE;Herval d'Oeste;Herval d'Oeste;49;8131;;
4206751;SC;42;IBIAM;Ibiam;Ibiam;49;920;;
4206801;SC;42;IBICARE;Ibicaré;Ibicare;49;8133;;
4206900;SC;42;IBIRAMA;Ibirama;Ibirama;47;8135;;
4207007;SC;42;ICARA;Içara;Icara;48;8137;;
4207106;SC;42;ILHOTA;Ilhota;Ilhota;47;8139;;
4207205;SC;42;IMARUI;Imaruí;Imarui;48;8141;;
4207304;SC;42;IMBITUBA;Imbituba;Imbituba;48;8143;;
4207403;SC;42;IMBUIA;Imbuia;Imbuia;47;8145;;
4207502;SC;42;INDAIAL;Indaial;Indaial;47;8147;;
4207577;SC;42;IOMERE;Iomerê;Iomere;49;922;;
4207601;SC;42;IPIRA;Ipira;Ipira;49;8149;;
4207650;SC;42;IPORA DO OESTE;Iporã do Oeste;Ipora do Oeste;49;9951;;
4207684;SC;42;IPUACU;Ipuaçu;Ipuacu;49;5737;;
4207700;SC;42;IPUMIRIM;Ipumirim;Ipumirim;49;8151;;
4207759;SC;42;IRACEMINHA;Iraceminha;Iraceminha;49;9953;;
4207809;SC;42;IRANI;Irani;Irani;49;8153;;
4207858;SC;42;IRATI;Irati;Irati;49;5585;;
4207908;SC;42;IRINEOPOLIS;Irineópolis;Irineopolis;47;8155;;
4208005;SC;42;ITA;Itá;Ita;49;8157;;
4208104;SC;42;ITAIOPOLIS;Itaiópolis;Itaiopolis;47;8159;;
4208203;SC;42;ITAJAI;Itajaí;Itajai;47;8161;;
4208302;SC;42;ITAPEMA;Itapema;Itapema;47;8163;;
4208401;SC;42;ITAPIRANGA;Itapiranga;Itapiranga;49;8165;;
4208450;SC;42;ITAPOA;Itapoá;Itapoa;47;9985;;
4208500;SC;42;ITUPORANGA;Ituporanga;Ituporanga;47;8167;;
4208609;SC;42;JABORA;Jaborá;Jabora;49;8169;;
4208708;SC;42;JACINTO MACHADO;Jacinto Machado;Jacinto Machado;48;8171;;
4208807;SC;42;JAGUARUNA;Jaguaruna;Jaguaruna;48;8173;;
4208906;SC;42;JARAGUA DO SUL;Jaraguá do Sul;Jaragua do Sul;47;8175;;
4208955;SC;42;JARDINOPOLIS;Jardinópolis;Jardinopolis;49;5587;;
4209003;SC;42;JOACABA;Joaçaba;Joacaba;49;8177;;
4209102;SC;42;JOINVILLE;Joinville;Joinville;47;8179;;
4209151;SC;42;JOSE BOITEUX;José Boiteux;Jose Boiteux;47;9957;;
4209177;SC;42;JUPIA;Jupiá;Jupia;49;924;;
4209201;SC;42;LACERDOPOLIS;Lacerdópolis;Lacerdopolis;49;8181;;
4209300;SC;42;LAGES;Lages;Lages;49;8183;;
4209409;SC;42;LAGUNA;Laguna;Laguna;48;8185;;
4209458;SC;42;LAJEADO GRANDE;Lajeado Grande;Lajeado Grande;49;5739;;
4209508;SC;42;LAURENTINO;Laurentino;Laurentino;47;8187;;
4209607;SC;42;LAURO MULLER;Lauro Muller;Lauro Muller;48;8189;;
4209706;SC;42;LEBON REGIS;Lebon Régis;Lebon Regis;49;8191;;
4209805;SC;42;LEOBERTO LEAL;Leoberto Leal;Leoberto Leal;48;8193;;
4209854;SC;42;LINDOIA DO SUL;Lindóia do Sul;Lindoia do Sul;49;9961;;
4209904;SC;42;LONTRAS;Lontras;Lontras;47;8195;;
4210001;SC;42;LUIZ ALVES;Luiz Alves;Luiz Alves;47;8197;;
4210035;SC;42;LUZERNA;Luzerna;Luzerna;49;926;;
4210050;SC;42;MACIEIRA;Macieira;Macieira;49;5575;;
4210100;SC;42;MAFRA;Mafra;Mafra;47;8199;;
4210209;SC;42;MAJOR GERCINO;Major Gercino;Major Gercino;48;8201;;
4210308;SC;42;MAJOR VIEIRA;Major Vieira;Major Vieira;47;8203;;
4210407;SC;42;MARACAJA;Maracajá;Maracaja;48;8391;;
4210506;SC;42;MARAVILHA;Maravilha;Maravilha;49;8205;;
4210555;SC;42;MAREMA;Marema;Marema;49;9963;;
4210605;SC;42;MASSARANDUBA;Massaranduba;Massaranduba;47;8207;;
4210704;SC;42;MATOS COSTA;Matos Costa;Matos Costa;49;8209;;
4210803;SC;42;MELEIRO;Meleiro;Meleiro;48;8211;;
4210852;SC;42;MIRIM DOCE;Mirim Doce;Mirim Doce;47;5559;;
4210902;SC;42;MODELO;Modelo;Modelo;49;8213;;
4211009;SC;42;MONDAI;Mondaí;Mondai;49;8215;;
4211058;SC;42;MONTE CARLO;Monte Carlo;Monte Carlo;49;5561;;
4211108;SC;42;MONTE CASTELO;Monte Castelo;Monte Castelo;47;8217;;
4211207;SC;42;MORRO DA FUMACA;Morro da Fumaça;Morro da Fumaca;48;8219;;
4211256;SC;42;MORRO GRANDE;Morro Grande;Morro Grande;48;5539;;
4211306;SC;42;NAVEGANTES;Navegantes;Navegantes;47;8221;;
4211405;SC;42;NOVA ERECHIM;Nova Erechim;Nova Erechim;49;8223;;
4211454;SC;42;NOVA ITABERABA;Nova Itaberaba;Nova Itaberaba;49;5589;;
4211504;SC;42;NOVA TRENTO;Nova Trento;Nova Trento;48;8225;;
4211603;SC;42;NOVA VENEZA;Nova Veneza;Nova Veneza;48;8227;;
4211652;SC;42;NOVO HORIZONTE;Novo Horizonte;Novo Horizonte;49;5591;;
4211702;SC;42;ORLEANS;Orleans;Orleans;48;8229;;
4211751;SC;42;OTACILIO COSTA;Otacílio Costa;Otacilio Costa;49;8397;;
4211801;SC;42;OURO;Ouro;Ouro;49;8231;;
4211850;SC;42;OURO VERDE;Ouro Verde;Ouro Verde;49;5741;;
4211876;SC;42;PAIAL;Paial;Paial;49;928;;
4211892;SC;42;PAINEL;Painel;Painel;49;930;;
4211900;SC;42;PALHOCA;Palhoça;Palhoca;48;8233;;
4212007;SC;42;PALMA SOLA;Palma Sola;Palma Sola;49;8235;;
4212056;SC;42;PALMEIRA;Palmeira;Palmeira;49;932;;
4212106;SC;42;PALMITOS;Palmitos;Palmitos;49;8237;;
4212205;SC;42;PAPANDUVA;Papanduva;Papanduva;47;8239;;
4212239;SC;42;PARAISO;Paraíso;Paraiso;49;5747;;
4212254;SC;42;PASSO DE TORRES;Passo de Torres;Passo de Torres;48;5541;;
4212270;SC;42;PASSOS MAIA;Passos Maia;Passos Maia;49;5743;;
4212304;SC;42;PAULO LOPES;Paulo Lopes;Paulo Lopes;48;8241;;
4212403;SC;42;PEDRAS GRANDES;Pedras Grandes;Pedras Grandes;48;8243;;
4212502;SC;42;PENHA;Penha;Penha;47;8245;;
4212601;SC;42;PERITIBA;Peritiba;Peritiba;49;8247;;
4212650;SC;42;PESCARIA BRAVA;Pescaria Brava;Pescaria Brava;48;1194;;
4212700;SC;42;PETROLANDIA;Petrolândia;Petrolandia;47;8249;;
4212908;SC;42;PINHALZINHO;Pinhalzinho;Pinhalzinho;49;8253;;
4213005;SC;42;PINHEIRO PRETO;Pinheiro Preto;Pinheiro Preto;49;8255;;
4213104;SC;42;PIRATUBA;Piratuba;Piratuba;49;8257;;
4213153;SC;42;PLANALTO ALEGRE;Planalto Alegre;Planalto Alegre;49;5593;;
4213203;SC;42;POMERODE;Pomerode;Pomerode;47;8259;;
4213302;SC;42;PONTE ALTA;Ponte Alta;Ponte Alta;49;8261;;
4213351;SC;42;PONTE ALTA DO NORTE;Ponte Alta do Norte;Ponte Alta do Norte;49;5569;;
4213401;SC;42;PONTE SERRADA;Ponte Serrada;Ponte Serrada;49;8263;;
4213500;SC;42;PORTO BELO;Porto Belo;Porto Belo;47;8265;;
4213609;SC;42;PORTO UNIAO;Porto União;Porto Uniao;42;8267;;
4213708;SC;42;POUSO REDONDO;Pouso Redondo;Pouso Redondo;47;8269;;
4213807;SC;42;PRAIA GRANDE;Praia Grande;Praia Grande;48;8271;;
4213906;SC;42;PRESIDENTE CASTELLO BRANCO;Presidente Castello Branco;Presidente Castello Branco;49;8273;;
4214003;SC;42;PRESIDENTE GETULIO;Presidente Getúlio;Presidente Getulio;47;8275;;
4214102;SC;42;PRESIDENTE NEREU;Presidente Nereu;Presidente Nereu;47;8277;;
4214151;SC;42;PRINCESA;Princesa;Princesa;49;934;;
4214201;SC;42;QUILOMBO;Quilombo;Quilombo;49;8279;;
4214300;SC;42;RANCHO QUEIMADO;Rancho Queimado;Rancho Queimado;48;8281;;
4214409;SC;42;RIO DAS ANTAS;Rio das Antas;Rio das Antas;49;8283;;
4214508;SC;42;RIO DO CAMPO;Rio do Campo;Rio do Campo;47;8285;;
4214607;SC;42;RIO DO OESTE;Rio do Oeste;Rio do Oeste;47;8287;;
4214805;SC;42;RIO DO SUL;Rio do Sul;Rio do Sul;47;8291;;
4214706;SC;42;RIO DOS CEDROS;Rio dos Cedros;Rio dos Cedros;47;8289;;
4214904;SC;42;RIO FORTUNA;Rio Fortuna;Rio Fortuna;48;8293;;
4215000;SC;42;RIO NEGRINHO;Rio Negrinho;Rio Negrinho;47;8295;;
4215059;SC;42;RIO RUFINO;Rio Rufino;Rio Rufino;49;5571;;
4215075;SC;42;RIQUEZA;Riqueza;Riqueza;49;5749;;
4215109;SC;42;RODEIO;Rodeio;Rodeio;47;8297;;
4215208;SC;42;ROMELANDIA;Romelândia;Romelandia;49;8299;;
4215307;SC;42;SALETE;Salete;Salete;47;8301;;
4215356;SC;42;SALTINHO;Saltinho;Saltinho;49;936;;
4215406;SC;42;SALTO VELOSO;Salto Veloso;Salto Veloso;49;8303;;
4215455;SC;42;SANGAO;Sangão;Sangao;48;5547;;
4215505;SC;42;SANTA CECILIA;Santa Cecília;Santa Cecilia;49;8305;;
4215554;SC;42;SANTA HELENA;Santa Helena;Santa Helena;49;5751;;
4215604;SC;42;SANTA ROSA DE LIMA;Santa Rosa de Lima;Santa Rosa de Lima;48;8307;;
4215653;SC;42;SANTA ROSA DO SUL;Santa Rosa do Sul;Santa Rosa do Sul;48;9967;;
4215679;SC;42;SANTA TEREZINHA;Santa Terezinha;Santa Terezinha;47;5555;;
4215687;SC;42;SANTA TEREZINHA DO PROGRESSO;Santa Terezinha do Progresso;Santa Terezinha do Progresso;49;938;;
4215695;SC;42;SANTIAGO DO SUL;Santiago do Sul;Santiago do Sul;49;940;;
4215703;SC;42;SANTO AMARO DA IMPERATRIZ;Santo Amaro da Imperatriz;Santo Amaro da Imperatriz;48;8309;;
4215802;SC;42;SAO BENTO DO SUL;São Bento do Sul;Sao Bento do Sul;47;8311;;
4215752;SC;42;SAO BERNARDINO;São Bernardino;Sao Bernardino;49;942;;
4215901;SC;42;SAO BONIFACIO;São Bonifácio;Sao Bonifacio;48;8313;;
4216008;SC;42;SAO CARLOS;São Carlos;Sao Carlos;49;8315;;
4216057;SC;42;SAO CRISTOVAO DO SUL;São Cristovão do Sul;Sao Cristovao do Sul;49;5573;;
4216107;SC;42;SAO DOMINGOS;São Domingos;Sao Domingos;49;8317;;
4216206;SC;42;SAO FRANCISCO DO SUL;São Francisco do Sul;Sao Francisco do Sul;47;8319;;
4216305;SC;42;SAO JOAO BATISTA;São João Batista;Sao Joao Batista;48;8321;;
4216354;SC;42;SAO JOAO DO ITAPERIU;São João do Itaperiú;Sao Joao do Itaperiu;47;5551;;
4216255;SC;42;SAO JOAO DO OESTE;São João do Oeste;Sao Joao do Oeste;49;5753;;
4216404;SC;42;SAO JOAO DO SUL;São João do Sul;Sao Joao do Sul;48;8323;;
4216503;SC;42;SAO JOAQUIM;São Joaquim;Sao Joaquim;49;8325;;
4216602;SC;42;SAO JOSE;São José;Sao Jose;48;8327;;
4216701;SC;42;SAO JOSE DO CEDRO;São José do Cedro;Sao Jose do Cedro;49;8329;;
4216800;SC;42;SAO JOSE DO CERRITO;São José do Cerrito;Sao Jose do Cerrito;49;8331;;
4216909;SC;42;SAO LOURENCO DO OESTE;São Lourenço do Oeste;Sao Lourenco do Oeste;49;8333;;
4217006;SC;42;SAO LUDGERO;São Ludgero;Sao Ludgero;48;8335;;
4217105;SC;42;SAO MARTINHO;São Martinho;Sao Martinho;48;8337;;
4217154;SC;42;SAO MIGUEL DA BOA VISTA;São Miguel da Boa Vista;Sao Miguel da Boa Vista;49;5755;;
4217204;SC;42;SAO MIGUEL DO OESTE;São Miguel do Oeste;Sao Miguel do Oeste;49;8339;;
4217253;SC;42;SAO PEDRO DE ALCANTARA;São Pedro de Alcântara;Sao Pedro de Alcantara;48;944;;
4217303;SC;42;SAUDADES;Saudades;Saudades;49;8341;;
4217402;SC;42;SCHROEDER;Schroeder;Schroeder;47;8343;;
4217501;SC;42;SEARA;Seara;Seara;49;8345;;
4217550;SC;42;SERRA ALTA;Serra Alta;Serra Alta;49;9989;;
4217600;SC;42;SIDEROPOLIS;Siderópolis;Sideropolis;48;8347;;
4217709;SC;42;SOMBRIO;Sombrio;Sombrio;48;8349;;
4217758;SC;42;SUL BRASIL;Sul Brasil;Sul Brasil;49;5595;;
4217808;SC;42;TAIO;Taió;Taio;47;8351;;
4217907;SC;42;TANGARA;Tangará;Tangara;49;8353;;
4217956;SC;42;TIGRINHOS;Tigrinhos;Tigrinhos;49;946;;
4218004;SC;42;TIJUCAS;Tijucas;Tijucas;48;8355;;
4218103;SC;42;TIMBE DO SUL;Timbé do Sul;Timbe do Sul;48;8393;;
4218202;SC;42;TIMBO;Timbó;Timbo;47;8357;;
4218251;SC;42;TIMBO GRANDE;Timbó Grande;Timbo Grande;49;9971;;
4218301;SC;42;TRES BARRAS;Três Barras;Tres Barras;47;8359;;
4218350;SC;42;TREVISO;Treviso;Treviso;48;948;;
4218400;SC;42;TREZE DE MAIO;Treze de Maio;Treze de Maio;48;8361;;
4218509;SC;42;TREZE TILIAS;Treze Tílias;Treze Tilias;49;8363;;
4218608;SC;42;TROMBUDO CENTRAL;Trombudo Central;Trombudo Central;47;8365;;
4218707;SC;42;TUBARAO;Tubarão;Tubarao;48;8367;;
4218756;SC;42;TUNAPOLIS;Tunápolis;Tunapolis;49;9991;;
4218806;SC;42;TURVO;Turvo;Turvo;48;8369;;
4218855;SC;42;UNIAO DO OESTE;União do Oeste;Uniao do Oeste;49;9973;;
4218905;SC;42;URUBICI;Urubici;Urubici;49;8371;;
4218954;SC;42;URUPEMA;Urupema;Urupema;49;9975;;
4219002;SC;42;URUSSANGA;Urussanga;Urussanga;48;8373;;
4219101;SC;42;VARGEAO;Vargeão;Vargeao;49;8375;;
4219150;SC;42;VARGEM;Vargem;Vargem;49;5563;;
4219176;SC;42;VARGEM BONITA;Vargem Bonita;Vargem Bonita;49;5565;;
4219200;SC;42;VIDAL RAMOS;Vidal Ramos;Vidal Ramos;47;8377;;
4219309;SC;42;VIDEIRA;Videira;Videira;49;8379;;
4219358;SC;42;VITOR MEIRELES;Vitor Meireles;Vitor Meireles;47;9977;;
4219408;SC;42;WITMARSUM;Witmarsum;Witmarsum;47;8381;;
4219507;SC;42;XANXERE;Xanxerê;Xanxere;49;8383;;
4219606;SC;42;XAVANTINA;Xavantina;Xavantina;49;8385;;
4219705;SC;42;XAXIM;Xaxim;Xaxim;49;8387;;
4219853;SC;42;ZORTEA;Zortéa;Zortea;49;950;;
2800100;SE;28;AMPARO DE SAO FRANCISCO;Amparo de São Francisco;Amparo de Sao Francisco;79;3101;;
2800209;SE;28;AQUIDABA;Aquidabã;Aquidaba;79;3103;;
2800308;SE;28;ARACAJU;Aracaju;Aracaju;79;3105;;
2800407;SE;28;ARAUA;Arauá;Araua;79;3107;;
2800506;SE;28;AREIA BRANCA;Areia Branca;Areia Branca;79;3109;;
2800605;SE;28;BARRA DOS COQUEIROS;Barra dos Coqueiros;Barra dos Coqueiros;79;3111;;
2800670;SE;28;BOQUIM;Boquim;Boquim;79;3115;;
2800704;SE;28;BREJO GRANDE;Brejo Grande;Brejo Grande;79;3113;;
2801009;SE;28;CAMPO DO BRITO;Campo do Brito;Campo do Brito;79;3119;;
2801108;SE;28;CANHOBA;Canhoba;Canhoba;79;3121;;
2801207;SE;28;CANINDE DE SAO FRANCISCO;Canindé de São Francisco;Caninde de Sao Francisco;79;3123;;
2801306;SE;28;CAPELA;Capela;Capela;79;3125;;
2801405;SE;28;CARIRA;Carira;Carira;79;3127;;
2801504;SE;28;CARMOPOLIS;Carmópolis;Carmopolis;79;3129;;
2801603;SE;28;CEDRO DE SAO JOAO;Cedro de São João;Cedro de Sao Joao;79;3131;;
2801702;SE;28;CRISTINAPOLIS;Cristinápolis;Cristinapolis;79;3133;;
2801900;SE;28;CUMBE;Cumbe;Cumbe;79;3137;;
2802007;SE;28;DIVINA PASTORA;Divina Pastora;Divina Pastora;79;3139;;
2802106;SE;28;ESTANCIA;Estância;Estancia;79;3141;;
2802205;SE;28;FEIRA NOVA;Feira Nova;Feira Nova;79;3143;;
2802304;SE;28;FREI PAULO;Frei Paulo;Frei Paulo;79;3145;;
2802403;SE;28;GARARU;Gararu;Gararu;79;3149;;
2802502;SE;28;GENERAL MAYNARD;General Maynard;General Maynard;79;3147;;
2802601;SE;28;GRACCHO CARDOSO;Gracho Cardoso;Gracho Cardoso;79;3151;;
2802700;SE;28;ILHA DAS FLORES;Ilha das Flores;Ilha das Flores;79;3153;;
2802809;SE;28;INDIAROBA;Indiaroba;Indiaroba;79;3155;;
2802908;SE;28;ITABAIANA;Itabaiana;Itabaiana;79;3157;;
2803005;SE;28;ITABAIANINHA;Itabaianinha;Itabaianinha;79;3159;;
2803104;SE;28;ITABI;Itabi;Itabi;79;3161;;
2803203;SE;28;ITAPORANGA D'AJUDA;Itaporanga d'Ajuda;Itaporanga d'Ajuda;79;3163;;
2803302;SE;28;JAPARATUBA;Japaratuba;Japaratuba;79;3165;;
2803401;SE;28;JAPOATA;Japoatã;Japoata;79;3167;;
2803500;SE;28;LAGARTO;Lagarto;Lagarto;79;3169;;
2803609;SE;28;LARANJEIRAS;Laranjeiras;Laranjeiras;79;3171;;
2803708;SE;28;MACAMBIRA;Macambira;Macambira;79;3173;;
2803807;SE;28;MALHADA DOS BOIS;Malhada dos Bois;Malhada dos Bois;79;3175;;
2803906;SE;28;MALHADOR;Malhador;Malhador;79;3177;;
2804003;SE;28;MARUIM;Maruim;Maruim;79;3179;;
2804102;SE;28;MOITA BONITA;Moita Bonita;Moita Bonita;79;3181;;
2804201;SE;28;MONTE ALEGRE DE SERGIPE;Monte Alegre de Sergipe;Monte Alegre de Sergipe;79;3183;;
2804300;SE;28;MURIBECA;Muribeca;Muribeca;79;3185;;
2804409;SE;28;NEOPOLIS;Neópolis;Neopolis;79;3187;;
2804458;SE;28;NOSSA SENHORA APARECIDA;Nossa Senhora Aparecida;Nossa Senhora Aparecida;79;3135;;
2804508;SE;28;NOSSA SENHORA DA GLORIA;Nossa Senhora da Glória;Nossa Senhora da Gloria;79;3189;;
2804607;SE;28;NOSSA SENHORA DAS DORES;Nossa Senhora das Dores;Nossa Senhora das Dores;79;3191;;
2804706;SE;28;NOSSA SENHORA DE LOURDES;Nossa Senhora de Lourdes;Nossa Senhora de Lourdes;79;3193;;
2804805;SE;28;NOSSA SENHORA DO SOCORRO;Nossa Senhora do Socorro;Nossa Senhora do Socorro;79;3195;;
2804904;SE;28;PACATUBA;Pacatuba;Pacatuba;79;3197;;
2805000;SE;28;PEDRA MOLE;Pedra Mole;Pedra Mole;79;3199;;
2805109;SE;28;PEDRINHAS;Pedrinhas;Pedrinhas;79;3201;;
2805208;SE;28;PINHAO;Pinhão;Pinhao;79;3203;;
2805307;SE;28;PIRAMBU;Pirambu;Pirambu;79;3205;;
2805406;SE;28;POCO REDONDO;Poço Redondo;Poco Redondo;79;3207;;
2805505;SE;28;POCO VERDE;Poço Verde;Poco Verde;79;3209;;
2805604;SE;28;PORTO DA FOLHA;Porto da Folha;Porto da Folha;79;3211;;
2805703;SE;28;PROPRIA;Propriá;Propria;79;3213;;
2805802;SE;28;RIACHAO DO DANTAS;Riachão do Dantas;Riachao do Dantas;79;3215;;
2805901;SE;28;RIACHUELO;Riachuelo;Riachuelo;79;3217;;
2806008;SE;28;RIBEIROPOLIS;Ribeirópolis;Ribeiropolis;79;3219;;
2806107;SE;28;ROSARIO DO CATETE;Rosário do Catete;Rosario do Catete;79;3221;;
2806206;SE;28;SALGADO;Salgado;Salgado;79;3223;;
2806305;SE;28;SANTA LUZIA DO ITANHY;Santa Luzia do Itanhy;Santa Luzia do Itanhy;79;3225;;
2806503;SE;28;SANTA ROSA DE LIMA;Santa Rosa de Lima;Santa Rosa de Lima;79;3229;;
2806404;SE;28;SANTANA DO SAO FRANCISCO;Santana do São Francisco;Santana do Sao Francisco;79;2647;;
2806602;SE;28;SANTO AMARO DAS BROTAS;Santo Amaro das Brotas;Santo Amaro das Brotas;79;3231;;
2806701;SE;28;SAO CRISTOVAO;São Cristóvão;Sao Cristovao;79;3233;;
2806800;SE;28;SAO DOMINGOS;São Domingos;Sao Domingos;79;3235;;
2806909;SE;28;SAO FRANCISCO;São Francisco;Sao Francisco;79;3237;;
2807006;SE;28;SAO MIGUEL DO ALEIXO;São Miguel do Aleixo;Sao Miguel do Aleixo;79;3239;;
2807105;SE;28;SIMAO DIAS;Simão Dias;Simao Dias;79;3241;;
2807204;SE;28;SIRIRI;Siriri;Siriri;79;3243;;
2807303;SE;28;TELHA;Telha;Telha;79;3245;;
2807402;SE;28;TOBIAS BARRETO;Tobias Barreto;Tobias Barreto;79;3247;;
2807501;SE;28;TOMAR DO GERU;Tomar do Geru;Tomar do Geru;79;3249;;
2807600;SE;28;UMBAUBA;Umbaúba;Umbauba;79;3251;;
3500105;SP;35;ADAMANTINA;Adamantina;Adamantina;18;6101;;
3500204;SP;35;ADOLFO;Adolfo;Adolfo;17;6103;;
3500303;SP;35;AGUAI;Aguaí;Aguai;19;6105;;
3500402;SP;35;AGUAS DA PRATA;Águas da Prata;Aguas da Prata;19;6107;;
3500501;SP;35;AGUAS DE LINDOIA;Águas de Lindóia;Aguas de Lindoia;19;6109;;
3500550;SP;35;AGUAS DE SANTA BARBARA;Águas de Santa Bárbara;Aguas de Santa Barbara;14;7019;;
3500600;SP;35;AGUAS DE SAO PEDRO;Águas de São Pedro;Aguas de Sao Pedro;19;6111;;
3500709;SP;35;AGUDOS;Agudos;Agudos;14;6113;;
3500758;SP;35;ALAMBARI;Alambari;Alambari;15;2995;;
3500808;SP;35;ALFREDO MARCONDES;Alfredo Marcondes;Alfredo Marcondes;18;6115;;
3500907;SP;35;ALTAIR;Altair;Altair;17;6117;;
3501004;SP;35;ALTINOPOLIS;Altinópolis;Altinopolis;16;6119;;
3501103;SP;35;ALTO ALEGRE;Alto Alegre;Alto Alegre;18;6121;;
3501152;SP;35;ALUMINIO;Alumínio;Aluminio;11;3065;;
3501202;SP;35;ALVARES FLORENCE;Álvares Florence;Alvares Florence;17;6123;;
3501301;SP;35;ALVARES MACHADO;Álvares Machado;Alvares Machado;18;6125;;
3501400;SP;35;ALVARO DE CARVALHO;Álvaro de Carvalho;Alvaro de Carvalho;14;6127;;
3501509;SP;35;ALVINLANDIA;Alvinlândia;Alvinlandia;14;6129;;
3501608;SP;35;AMERICANA;Americana;Americana;19;6131;;
3501707;SP;35;AMERICO BRASILIENSE;Américo Brasiliense;Americo Brasiliense;16;6133;;
3501806;SP;35;AMERICO DE CAMPOS;Américo de Campos;Americo de Campos;17;6135;;
3501905;SP;35;AMPARO;Amparo;Amparo;19;6137;;
3502002;SP;35;ANALANDIA;Analândia;Analandia;19;6139;;
3502101;SP;35;ANDRADINA;Andradina;Andradina;18;6141;;
3502200;SP;35;ANGATUBA;Angatuba;Angatuba;15;6143;;
3502309;SP;35;ANHEMBI;Anhembi;Anhembi;14;6145;;
3502408;SP;35;ANHUMAS;Anhumas;Anhumas;18;6147;;
3502507;SP;35;APARECIDA;Aparecida;Aparecida;12;6149;;
3502606;SP;35;APARECIDA D'OESTE;Aparecida d'Oeste;Aparecida d'Oeste;17;6151;;
3502705;SP;35;APIAI;Apiaí;Apiai;15;6153;;
3502754;SP;35;ARACARIGUAMA;Araçariguama;Aracariguama;11;3067;;
3502804;SP;35;ARACATUBA;Araçatuba;Aracatuba;18;6155;;
3502903;SP;35;ARACOIABA DA SERRA;Araçoiaba da Serra;Aracoiaba da Serra;15;6157;;
3503000;SP;35;ARAMINA;Aramina;Aramina;16;6159;;
3503109;SP;35;ARANDU;Arandu;Arandu;14;6161;;
3503158;SP;35;ARAPEI;Arapeí;Arapei;12;2991;;
3503208;SP;35;ARARAQUARA;Araraquara;Araraquara;16;6163;;
3503307;SP;35;ARARAS;Araras;Araras;19;6165;;
3503356;SP;35;ARCO-IRIS;Arco-Íris;Arco-Iris;14;790;;
3503406;SP;35;AREALVA;Arealva;Arealva;14;6167;;
3503505;SP;35;AREIAS;Areias;Areias;12;6169;;
3503604;SP;35;AREIOPOLIS;Areiópolis;Areiopolis;14;6171;;
3503703;SP;35;ARIRANHA;Ariranha;Ariranha;17;6173;;
3503802;SP;35;ARTUR NOGUEIRA;Artur Nogueira;Artur Nogueira;19;6175;;
3503901;SP;35;ARUJA;Arujá;Aruja;11;6177;;
3503950;SP;35;ASPASIA;Aspásia;Aspasia;17;2981;;
3504008;SP;35;ASSIS;Assis;Assis;18;6179;;
3504107;SP;35;ATIBAIA;Atibaia;Atibaia;11;6181;;
3504206;SP;35;AURIFLAMA;Auriflama;Auriflama;17;6183;;
3504305;SP;35;AVAI;Avaí;Avai;14;6185;;
3504404;SP;35;AVANHANDAVA;Avanhandava;Avanhandava;18;6187;;
3504503;SP;35;AVARE;Avaré;Avare;14;6189;;
3504602;SP;35;BADY BASSITT;Bady Bassitt;Bady Bassitt;17;6191;;
3504701;SP;35;BALBINOS;Balbinos;Balbinos;14;6193;;
3504800;SP;35;BALSAMO;Bálsamo;Balsamo;17;6195;;
3504909;SP;35;BANANAL;Bananal;Bananal;12;6197;;
3505005;SP;35;BARAO DE ANTONINA;Barão de Antonina;Barao de Antonina;15;6201;;
3505104;SP;35;BARBOSA;Barbosa;Barbosa;18;6199;;
3505203;SP;35;BARIRI;Bariri;Bariri;14;6203;;
3505302;SP;35;BARRA BONITA;Barra Bonita;Barra Bonita;14;6205;;
3505351;SP;35;BARRA DO CHAPEU;Barra do Chapéu;Barra do Chapeu;15;2997;;
3505401;SP;35;BARRA DO TURVO;Barra do Turvo;Barra do Turvo;15;6207;;
3505500;SP;35;BARRETOS;Barretos;Barretos;17;6209;;
3505609;SP;35;BARRINHA;Barrinha;Barrinha;16;6211;;
3505708;SP;35;BARUERI;Barueri;Barueri;11;6213;;
3505807;SP;35;BASTOS;Bastos;Bastos;14;6215;;
3505906;SP;35;BATATAIS;Batatais;Batatais;16;6217;;
3506003;SP;35;BAURU;Bauru;Bauru;14;6219;;
3506102;SP;35;BEBEDOURO;Bebedouro;Bebedouro;17;6221;;
3506201;SP;35;BENTO DE ABREU;Bento de Abreu;Bento de Abreu;18;6223;;
3506300;SP;35;BERNARDINO DE CAMPOS;Bernardino de Campos;Bernardino de Campos;14;6225;;
3506359;SP;35;BERTIOGA;Bertioga;Bertioga;13;2965;;
3506409;SP;35;BILAC;Bilac;Bilac;18;6227;;
3506508;SP;35;BIRIGUI;Birigui;Birigui;18;6229;;
